2018-12-30 09:52:04,243	INFO	Feeding...
2018-12-30 09:52:06,247	INFO	Done Feeding
2018-12-30 09:52:06,250	INFO	Stopping PWM
2018-12-30 09:52:06,252	INFO	PWM Stopped
2018-12-30 09:52:06,254	INFO	Feed Completed Successfully
2018-12-30 09:52:06,257	INFO	Cleaning Up, clearing pins
2018-12-30 22:47:04,323	INFO	Feeding for 4.0 seconds
2018-12-30 22:47:04,324	INFO	Starting Motor...
2018-12-30 22:47:04,326	INFO	Motor Started Successfully
2018-12-30 22:47:04,327	INFO	Starting PWM...
2018-12-30 22:47:04,329	INFO	PWM Started Successfully
2018-12-30 22:47:04,330	INFO	Feeding...
2018-12-30 22:47:08,336	INFO	Done Feeding
2018-12-30 22:47:08,337	INFO	Stopping PWM
2018-12-30 22:47:08,338	INFO	PWM Stopped
2018-12-30 22:47:08,340	INFO	Feed Completed Successfully
2018-12-30 22:47:08,341	INFO	Cleaning Up, clearing pins
2019-01-01 20:59:17,730	INFO	Feeding for 4.0 seconds
2019-01-01 20:59:17,732	INFO	Starting Motor...
2019-01-01 20:59:17,734	INFO	Motor Started Successfully
2019-01-01 20:59:17,736	INFO	Starting PWM...
2019-01-01 20:59:17,738	INFO	PWM Started Successfully
2019-01-01 20:59:17,740	INFO	Feeding...
2019-01-01 20:59:21,745	INFO	Done Feeding
2019-01-01 20:59:21,747	INFO	Stopping PWM
2019-01-01 20:59:21,749	INFO	PWM Stopped
2019-01-01 20:59:21,750	INFO	Feed Completed Successfully
2019-01-01 20:59:21,752	INFO	Cleaning Up, clearing pins
2019-01-06 09:52:27,908	INFO	Feeding for 4.0 seconds
2019-01-06 09:52:27,910	INFO	Starting Motor...
2019-01-06 09:52:27,913	INFO	Motor Started Successfully
2019-01-06 09:52:27,915	INFO	Starting PWM...
2019-01-06 09:52:27,917	INFO	PWM Started Successfully
2019-01-06 09:52:27,919	INFO	Feeding...
2019-01-06 09:52:31,926	INFO	Done Feeding
2019-01-06 09:52:31,928	INFO	Stopping PWM
2019-01-06 09:52:31,930	INFO	PWM Stopped
2019-01-06 09:52:31,932	INFO	Feed Completed Successfully
2019-01-06 09:52:31,935	INFO	Cleaning Up, clearing pins
2019-01-07 07:19:40,706	INFO	Feeding for 2.0 seconds
2019-01-07 07:19:40,708	INFO	Starting Motor...
2019-01-07 07:19:40,710	INFO	Motor Started Successfully
2019-01-07 07:19:40,712	INFO	Starting PWM...
2019-01-07 07:19:40,714	INFO	PWM Started Successfully
2019-01-07 07:19:40,716	INFO	Feeding...
2019-01-07 07:19:42,720	INFO	Done Feeding
2019-01-07 07:19:42,721	INFO	Stopping PWM
2019-01-07 07:19:42,723	INFO	PWM Stopped
2019-01-07 07:19:42,725	INFO	Feed Completed Successfully
2019-01-07 07:19:42,727	INFO	Cleaning Up, clearing pins
2019-01-07 07:19:50,646	INFO	Feeding for 2.0 seconds
2019-01-07 07:19:50,648	INFO	Starting Motor...
2019-01-07 07:19:50,650	INFO	Motor Started Successfully
2019-01-07 07:19:50,651	INFO	Starting PWM...
2019-01-07 07:19:50,654	INFO	PWM Started Successfully
2019-01-07 07:19:50,655	INFO	Feeding...
2019-01-07 07:19:52,658	INFO	Done Feeding
2019-01-07 07:19:52,660	INFO	Stopping PWM
2019-01-07 07:19:52,661	INFO	PWM Stopped
2019-01-07 07:19:52,662	INFO	Feed Completed Successfully
2019-01-07 07:19:52,664	INFO	Cleaning Up, clearing pins
2019-01-07 07:20:06,583	INFO	Feeding for 1.0 seconds
2019-01-07 07:20:06,585	INFO	Starting Motor...
2019-01-07 07:20:06,587	INFO	Motor Started Successfully
2019-01-07 07:20:06,589	INFO	Starting PWM...
2019-01-07 07:20:06,592	INFO	PWM Started Successfully
2019-01-07 07:20:06,594	INFO	Feeding...
2019-01-07 07:20:07,597	INFO	Done Feeding
2019-01-07 07:20:07,599	INFO	Stopping PWM
2019-01-07 07:20:07,601	INFO	PWM Stopped
2019-01-07 07:20:07,602	INFO	Feed Completed Successfully
2019-01-07 07:20:07,604	INFO	Cleaning Up, clearing pins
2019-01-07 22:24:35,579	INFO	Feeding for 4.0 seconds
2019-01-07 22:24:35,581	INFO	Starting Motor...
2019-01-07 22:24:35,583	INFO	Motor Started Successfully
2019-01-07 22:24:35,584	INFO	Starting PWM...
2019-01-07 22:24:35,586	INFO	PWM Started Successfully
2019-01-07 22:24:35,588	INFO	Feeding...
2019-01-07 22:24:39,594	INFO	Done Feeding
2019-01-07 22:24:39,595	INFO	Stopping PWM
2019-01-07 22:24:39,596	INFO	PWM Stopped
2019-01-07 22:24:39,597	INFO	Feed Completed Successfully
2019-01-07 22:24:39,599	INFO	Cleaning Up, clearing pins
2019-01-09 07:22:33,404	INFO	Feeding for 3.0 seconds
2019-01-09 07:22:33,406	INFO	Starting Motor...
2019-01-09 07:22:33,407	INFO	Motor Started Successfully
2019-01-09 07:22:33,408	INFO	Starting PWM...
2019-01-09 07:22:33,410	INFO	PWM Started Successfully
2019-01-09 07:22:33,412	INFO	Feeding...
2019-01-09 07:22:36,416	INFO	Done Feeding
2019-01-09 07:22:36,417	INFO	Stopping PWM
2019-01-09 07:22:36,419	INFO	PWM Stopped
2019-01-09 07:22:36,420	INFO	Feed Completed Successfully
2019-01-09 07:22:36,421	INFO	Cleaning Up, clearing pins
2019-01-13 10:24:48,444	INFO	Feeding for 2.0 seconds
2019-01-13 10:24:48,446	INFO	Starting Motor...
2019-01-13 10:24:48,448	INFO	Motor Started Successfully
2019-01-13 10:24:48,450	INFO	Starting PWM...
2019-01-13 10:24:48,452	INFO	PWM Started Successfully
2019-01-13 10:24:48,454	INFO	Feeding...
2019-01-13 10:24:50,457	INFO	Done Feeding
2019-01-13 10:24:50,459	INFO	Stopping PWM
2019-01-13 10:24:50,461	INFO	PWM Stopped
2019-01-13 10:24:50,464	INFO	Feed Completed Successfully
2019-01-13 10:24:50,466	INFO	Cleaning Up, clearing pins
2019-01-13 20:05:07,570	INFO	Feeding for 4.0 seconds
2019-01-13 20:05:07,574	INFO	Starting Motor...
